Time__s_,x50kHz_ND2
0.0033983805179596,38
0.00679676103591919,39
0.0101951415538788,26
0.0135935220718384,37
0.016991902589798,45
0.0203902831077576,45
0.0237886636257172,42
0.0271870441436768,864
0.0305854246616364,1000
0.0339838051795959,937
0.0373821856975555,811
0.0407805662155151,804
0.0441789467334747,771
0.0475773272514343,762
0.0509757077693939,698
0.0543740882873535,828
0.0577724688053131,779
0.0611708493232727,745
0.0645692298412323,672
0.0679676103591919,722
0.0713659908771515,740
0.0747643713951111,725
0.0781627519130707,728
0.0815611324310303,688
0.0849595129489899,725
0.0883578934669495,689
0.0917562739849091,694
0.0951546545028687,709
0.0985530350208283,690
0.101951415538788,660
0.105349796056747,678
0.108748176574707,671
0.112146557092667,683
0.115544937610626,666
0.118943318128586,648
0.122341698646545,699
0.125740079164505,668
0.129138459682465,687
0.132536840200424,667
0.135935220718384,662
0.139333601236343,710
0.142731981754303,623
0.146130362272263,612
0.149528742790222,642
0.152927123308182,646
0.156325503826141,625
0.159723884344101,622
0.163122264862061,673
0.16652064538002,650
0.16991902589798,683
0.173317406415939,639
0.176715786933899,653
0.180114167451859,634
0.183512547969818,649
0.186910928487778,623
0.190309309005737,613
0.193707689523697,654
0.197106070041657,626
0.200504450559616,622
0.203902831077576,638
0.207301211595535,655
0.210699592113495,637
0.214097972631454,652
0.217496353149414,628
0.220894733667374,608
0.224293114185333,571
0.227691494703293,635
0.231089875221252,619
0.234488255739212,601
0.237886636257172,605
0.241285016775131,598
0.244683397293091,581
0.24808177781105,591
0.25148015832901,581
0.25487853884697,613
0.258276919364929,609
0.261675299882889,592
0.265073680400848,573
0.268472060918808,617
0.271870441436768,602
0.275268821954727,591
0.278667202472687,573
0.282065582990646,626
0.285463963508606,601
0.288862344026566,598
0.292260724544525,570
0.295659105062485,577
0.299057485580444,571
0.302455866098404,579
0.305854246616364,552
0.309252627134323,568
0.312651007652283,620
0.316049388170242,588
0.319447768688202,647
0.322846149206162,573
0.326244529724121,603
0.329642910242081,601
0.33304129076004,596
0.336439671278,574
0.339838051795959,599
0.343236432313919,538
0.346634812831879,525
0.350033193349838,594
0.353431573867798,588
0.356829954385757,557
0.360228334903717,591
0.363626715421677,572
0.367025095939636,547
0.370423476457596,529
0.373821856975555,566
0.377220237493515,582
0.380618618011475,562
0.384016998529434,569
0.387415379047394,555
0.390813759565353,620
0.394212140083313,531
0.397610520601273,525
0.401008901119232,582
0.404407281637192,550
0.407805662155151,541
0.411204042673111,546
0.414602423191071,552
0.41800080370903,562
0.42139918422699,561
0.424797564744949,566
0.428195945262909,540
0.431594325780869,583
0.434992706298828,588
0.438391086816788,565
0.441789467334747,581
0.445187847852707,558
0.448586228370667,535
0.451984608888626,545
0.455382989406586,532
0.458781369924545,517
0.462179750442505,582
0.465578130960465,533
0.468976511478424,566
0.472374891996384,551
0.475773272514343,521
0.479171653032303,548
0.482570033550263,548
0.485968414068222,573
0.489366794586182,500
0.492765175104141,514
0.496163555622101,530
0.49956193614006,535
0.50296031665802,539
0.50635869717598,480
0.509757077693939,531
0.513155458211899,546
0.516553838729858,551
0.519952219247818,542
0.523350599765778,524
0.526748980283737,548
0.530147360801697,545
0.533545741319656,572
0.536944121837616,565
0.540342502355576,483
0.543740882873535,477
0.547139263391495,528
0.550537643909454,529
0.553936024427414,534
0.557334404945374,527
0.560732785463333,528
0.564131165981293,536
0.567529546499252,488
0.570927927017212,515
0.574326307535172,514
0.577724688053131,572
0.581123068571091,537
0.58452144908905,531
0.58791982960701,509
0.59131821012497,562
0.594716590642929,511
0.598114971160889,497
0.601513351678848,520
0.604911732196808,542
0.608310112714768,524
0.611708493232727,508
0.615106873750687,496
0.618505254268646,524
0.621903634786606,483
0.625302015304566,521
0.628700395822525,490
0.632098776340485,459
0.635497156858444,571
0.638895537376404,509
0.642293917894364,515
0.645692298412323,504
0.649090678930283,492
0.652489059448242,480
0.655887439966202,491
0.659285820484162,447
0.662684201002121,539
0.666082581520081,493
0.66948096203804,537
0.672879342556,450
0.676277723073959,500
0.679676103591919,469
0.683074484109879,499
0.686472864627838,514
0.689871245145798,520
0.693269625663757,489
0.696668006181717,510
0.700066386699677,480
0.703464767217636,492
0.706863147735596,481
0.710261528253555,509
0.713659908771515,507
0.717058289289475,515
0.720456669807434,480
0.723855050325394,522
0.727253430843353,494
0.730651811361313,434
0.734050191879273,528
0.737448572397232,518
0.740846952915192,516
0.744245333433151,516
0.747643713951111,521
0.751042094469071,461
0.75444047498703,464
0.75783885550499,522
0.761237236022949,501
0.764635616540909,494
0.768033997058868,460
0.771432377576828,509
0.774830758094788,448
0.778229138612747,429
0.781627519130707,482
0.785025899648666,485
0.788424280166626,519
0.791822660684586,434
0.795221041202545,488
0.798619421720505,495
0.802017802238465,466
0.805416182756424,524
0.808814563274384,448
0.812212943792343,508
0.815611324310303,466
0.819009704828263,480
0.822408085346222,493
0.825806465864182,493
0.829204846382141,462
0.832603226900101,474
0.83600160741806,478
0.83939998793602,463
0.84279836845398,465
0.846196748971939,465
0.849595129489899,470
0.852993510007858,477
0.856391890525818,495
0.859790271043778,473
0.863188651561737,498
0.866587032079697,474
0.869985412597656,442
0.873383793115616,461
0.876782173633576,511
0.880180554151535,494
0.883578934669495,471
0.886977315187454,505
0.890375695705414,470
0.893774076223374,462
0.897172456741333,469
0.900570837259293,425
0.903969217777252,492
0.907367598295212,464
0.910765978813172,458
0.914164359331131,519
0.917562739849091,480
0.92096112036705,434
0.92435950088501,433
0.92775788140297,471
0.931156261920929,441
0.934554642438889,461
0.937953022956848,483
0.941351403474808,450
0.944749783992767,471
0.948148164510727,500
0.951546545028687,448
0.954944925546646,522
0.958343306064606,441
0.961741686582565,463
0.965140067100525,450
0.968538447618485,432
0.971936828136444,474
0.975335208654404,491
0.978733589172363,457
0.982131969690323,417
0.985530350208283,460
0.988928730726242,472
0.992327111244202,438
0.995725491762161,465
0.999123872280121,461
1.00252225279808,450
1.00592063331604,441
1.009319013834,475
1.01271739435196,397
1.01611577486992,482
1.01951415538788,399
1.02291253590584,431
1.0263109164238,417
1.02970929694176,440
1.03310767745972,394
1.03650605797768,441
1.03990443849564,429
1.0433028190136,466
1.04670119953156,447
1.05009958004951,442
1.05349796056747,439
1.05689634108543,429
1.06029472160339,403
1.06369310212135,444
1.06709148263931,409
1.07048986315727,454
1.07388824367523,476
1.07728662419319,472
1.08068500471115,443
1.08408338522911,415
1.08748176574707,420
1.09088014626503,415
1.09427852678299,450
1.09767690730095,425
1.10107528781891,419
1.10447366833687,424
1.10787204885483,450
1.11127042937279,432
1.11466880989075,397
1.11806719040871,441
1.12146557092667,436
1.12486395144463,437
1.12826233196259,472
1.13166071248055,433
1.1350590929985,427
1.13845747351646,463
1.14185585403442,440
1.14525423455238,453
1.14865261507034,435
1.1520509955883,414
1.15544937610626,426
1.15884775662422,426
1.16224613714218,395
1.16564451766014,438
1.1690428981781,436
1.17244127869606,417
1.17583965921402,449
1.17923803973198,417
1.18263642024994,404
1.1860348007679,437
1.18943318128586,404
1.19283156180382,449
1.19622994232178,422
1.19962832283974,422
1.2030267033577,392
1.20642508387566,432
1.20982346439362,428
1.21322184491158,387
1.21662022542954,379
1.22001860594749,400
1.22341698646545,423
1.22681536698341,424
1.23021374750137,436
1.23361212801933,406
1.23701050853729,447
1.24040888905525,435
1.24380726957321,429
1.24720565009117,404
1.25060403060913,451
1.25400241112709,374
1.25740079164505,387
1.26079917216301,471
1.26419755268097,435
1.26759593319893,402
1.27099431371689,410
1.27439269423485,403
1.27779107475281,394
1.28118945527077,398
1.28458783578873,420
1.28798621630669,398
1.29138459682465,398
1.29478297734261,390
1.29818135786057,392
1.30157973837853,434
1.30497811889648,391
1.30837649941444,412
1.3117748799324,394
1.31517326045036,393
1.31857164096832,412
1.32197002148628,409
1.32536840200424,439
1.3287667825222,426
1.33216516304016,429
1.33556354355812,418
1.33896192407608,382
1.34236030459404,409
1.345758685112,398
1.34915706562996,386
1.35255544614792,422
1.35595382666588,431
1.35935220718384,365
1.3627505877018,414
1.36614896821976,389
1.36954734873772,371
1.37294572925568,396
1.37634410977364,389
1.3797424902916,391
1.38314087080956,402
1.38653925132751,385
1.38993763184547,404
1.39333601236343,409
1.39673439288139,374
1.40013277339935,413
1.40353115391731,426
1.40692953443527,402
1.41032791495323,457
1.41372629547119,395
1.41712467598915,405
1.42052305650711,432
1.42392143702507,390
1.42731981754303,388
1.43071819806099,397
1.43411657857895,399
1.43751495909691,386
1.44091333961487,386
1.44431172013283,382
1.44771010065079,381
1.45110848116875,399
1.45450686168671,406
1.45790524220467,418
1.46130362272263,393
1.46470200324059,385
1.46810038375855,426
1.4714987642765,380
1.47489714479446,378
1.47829552531242,395
1.48169390583038,384
1.48509228634834,379
1.4884906668663,396
1.49188904738426,397
1.49528742790222,392
1.49868580842018,366
1.50208418893814,380
1.5054825694561,356
1.50888094997406,352
1.51227933049202,402
1.51567771100998,415
1.51907609152794,364
1.5224744720459,424
1.52587285256386,419
1.52927123308182,381
1.53266961359978,393
1.53606799411774,397
1.5394663746357,384
1.54286475515366,395
1.54626313567162,436
1.54966151618958,374
1.55305989670753,394
1.55645827722549,395
1.55985665774345,392
1.56325503826141,402
1.56665341877937,323
1.57005179929733,385
1.57345017981529,354
1.57684856033325,377
1.58024694085121,384
1.58364532136917,401
1.58704370188713,358
1.59044208240509,389
1.59384046292305,386
1.59723884344101,352
1.60063722395897,387
1.60403560447693,366
1.60743398499489,403
1.61083236551285,354
1.61423074603081,412
1.61762912654877,385
1.62102750706673,367
1.62442588758469,380
1.62782426810265,372
1.63122264862061,376
1.63462102913857,315
1.63801940965653,388
1.64141779017448,375
1.64481617069244,384
1.6482145512104,386
1.65161293172836,373
1.65501131224632,366
1.65840969276428,378
1.66180807328224,356
1.6652064538002,384
1.66860483431816,353
1.67200321483612,398
1.67540159535408,344
1.67879997587204,346
1.68219835639,378
1.68559673690796,341
1.68899511742592,370
1.69239349794388,377
1.69579187846184,343
1.6991902589798,384
1.70258863949776,351
1.70598702001572,357
1.70938540053368,367
1.71278378105164,354
1.7161821615696,372
1.71958054208756,349
1.72297892260551,376
1.72637730312347,346
1.72977568364143,353
1.73317406415939,372
1.73657244467735,369
1.73997082519531,380
1.74336920571327,346
1.74676758623123,373
1.75016596674919,370
1.75356434726715,378
1.75696272778511,354
1.76036110830307,382
1.76375948882103,385
1.76715786933899,367
1.77055624985695,411
1.77395463037491,371
1.77735301089287,363
1.78075139141083,381
1.78414977192879,318
1.78754815244675,333
1.79094653296471,341
1.79434491348267,400
1.79774329400063,355
1.80114167451859,345
1.80454005503655,359
