Time__s_,x50kHz_ND2
0.0033983805179596,45
0.00679676103591919,44
0.0101951415538788,42
0.0135935220718384,38
0.016991902589798,29
0.0203902831077576,47
0.0237886636257172,43
0.0271870441436768,943
0.0305854246616364,1000
0.0339838051795959,889
0.0373821856975555,802
0.0407805662155151,770
0.0441789467334747,737
0.0475773272514343,726
0.0509757077693939,672
0.0543740882873535,718
0.0577724688053131,650
0.0611708493232727,673
0.0645692298412323,633
0.0679676103591919,706
0.0713659908771515,682
0.0747643713951111,626
0.0781627519130707,623
0.0815611324310303,671
0.0849595129489899,639
0.0883578934669495,670
0.0917562739849091,674
0.0951546545028687,694
0.0985530350208283,648
0.101951415538788,653
0.105349796056747,619
0.108748176574707,638
0.112146557092667,613
0.115544937610626,642
0.118943318128586,655
0.122341698646545,671
0.125740079164505,667
0.129138459682465,613
0.132536840200424,631
0.135935220718384,645
0.139333601236343,600
0.142731981754303,639
0.146130362272263,631
0.149528742790222,632
0.152927123308182,621
0.156325503826141,615
0.159723884344101,582
0.163122264862061,646
0.16652064538002,614
0.16991902589798,643
0.173317406415939,633
0.176715786933899,672
0.180114167451859,582
0.183512547969818,647
0.186910928487778,590
0.190309309005737,600
0.193707689523697,574
0.197106070041657,545
0.200504450559616,581
0.203902831077576,627
0.207301211595535,607
0.210699592113495,666
0.214097972631454,563
0.217496353149414,582
0.220894733667374,627
0.224293114185333,590
0.227691494703293,602
0.231089875221252,593
0.234488255739212,588
0.237886636257172,639
0.241285016775131,588
0.244683397293091,592
0.24808177781105,600
0.25148015832901,594
0.25487853884697,581
0.258276919364929,576
0.261675299882889,634
0.265073680400848,604
0.268472060918808,599
0.271870441436768,580
0.275268821954727,567
0.278667202472687,607
0.282065582990646,641
0.285463963508606,601
0.288862344026566,637
0.292260724544525,597
0.295659105062485,586
0.299057485580444,605
0.302455866098404,558
0.305854246616364,583
0.309252627134323,600
0.312651007652283,619
0.316049388170242,549
0.319447768688202,582
0.322846149206162,577
0.326244529724121,573
0.329642910242081,624
0.33304129076004,576
0.336439671278,604
0.339838051795959,580
0.343236432313919,578
0.346634812831879,547
0.350033193349838,587
0.353431573867798,603
0.356829954385757,582
0.360228334903717,566
0.363626715421677,580
0.367025095939636,581
0.370423476457596,533
0.373821856975555,566
0.377220237493515,575
0.380618618011475,531
0.384016998529434,610
0.387415379047394,540
0.390813759565353,596
0.394212140083313,563
0.397610520601273,596
0.401008901119232,514
0.404407281637192,558
0.407805662155151,615
0.411204042673111,592
0.414602423191071,586
0.41800080370903,587
0.42139918422699,591
0.424797564744949,572
0.428195945262909,557
0.431594325780869,546
0.434992706298828,567
0.438391086816788,591
0.441789467334747,577
0.445187847852707,581
0.448586228370667,587
0.451984608888626,572
0.455382989406586,579
0.458781369924545,580
0.462179750442505,576
0.465578130960465,568
0.468976511478424,602
0.472374891996384,551
0.475773272514343,591
0.479171653032303,594
0.482570033550263,598
0.485968414068222,563
