Time__s_,x50kHz_ND0
0.0033983805179596,2
0.00679676103591919,2
0.0101951415538788,0
0.0135935220718384,3
0.016991902589798,1
0.0203902831077576,1
0.0237886636257172,2
0.0271870441436768,677
0.0305854246616364,1000
0.0339838051795959,930
0.0373821856975555,913
0.0407805662155151,903
0.0441789467334747,890
0.0475773272514343,866
0.0509757077693939,852
0.0543740882873535,817
0.0577724688053131,847
0.0611708493232727,808
0.0645692298412323,829
0.0679676103591919,826
0.0713659908771515,742
0.0747643713951111,785
0.0781627519130707,782
0.0815611324310303,775
0.0849595129489899,826
0.0883578934669495,765
0.0917562739849091,790
0.0951546545028687,759
0.0985530350208283,760
0.101951415538788,796
0.105349796056747,756
0.108748176574707,771
0.112146557092667,733
0.115544937610626,709
0.118943318128586,755
0.122341698646545,783
0.125740079164505,790
0.129138459682465,728
0.132536840200424,708
0.135935220718384,715
0.139333601236343,725
0.142731981754303,717
0.146130362272263,720
0.149528742790222,738
0.152927123308182,670
0.156325503826141,714
0.159723884344101,664
0.163122264862061,764
0.16652064538002,702
0.16991902589798,703
0.173317406415939,642
0.176715786933899,676
0.180114167451859,658
0.183512547969818,679
0.186910928487778,689
0.190309309005737,676
0.193707689523697,635
0.197106070041657,650
0.200504450559616,694
0.203902831077576,665
0.207301211595535,655
0.210699592113495,653
0.214097972631454,649
0.217496353149414,654
0.220894733667374,649
0.224293114185333,686
0.227691494703293,614
0.231089875221252,668
0.234488255739212,601
0.237886636257172,618
0.241285016775131,610
0.244683397293091,607
0.24808177781105,573
0.25148015832901,626
0.25487853884697,611
0.258276919364929,606
0.261675299882889,609
0.265073680400848,619
0.268472060918808,589
0.271870441436768,612
0.275268821954727,600
0.278667202472687,615
0.282065582990646,606
0.285463963508606,582
0.288862344026566,611
0.292260724544525,539
0.295659105062485,585
0.299057485580444,550
0.302455866098404,572
0.305854246616364,525
0.309252627134323,581
0.312651007652283,523
0.316049388170242,548
0.319447768688202,546
0.322846149206162,554
0.326244529724121,557
0.329642910242081,539
0.33304129076004,587
0.336439671278,557
0.339838051795959,551
0.343236432313919,527
0.346634812831879,562
0.350033193349838,520
0.353431573867798,503
0.356829954385757,510
0.360228334903717,547
0.363626715421677,519
0.367025095939636,517
0.370423476457596,530
0.373821856975555,475
0.377220237493515,520
0.380618618011475,531
0.384016998529434,482
0.387415379047394,469
0.390813759565353,494
0.394212140083313,531
0.397610520601273,502
0.401008901119232,463
0.404407281637192,485
0.407805662155151,491
0.411204042673111,505
0.414602423191071,517
0.41800080370903,468
0.42139918422699,469
0.424797564744949,490
0.428195945262909,490
0.431594325780869,442
0.434992706298828,478
0.438391086816788,471
0.441789467334747,519
0.445187847852707,480
0.448586228370667,457
0.451984608888626,459
0.455382989406586,461
0.458781369924545,437
0.462179750442505,477
0.465578130960465,470
0.468976511478424,473
0.472374891996384,414
0.475773272514343,475
0.479171653032303,468
0.482570033550263,457
0.485968414068222,455
0.489366794586182,423
0.492765175104141,436
0.496163555622101,474
0.49956193614006,396
0.50296031665802,456
0.50635869717598,435
0.509757077693939,468
0.513155458211899,420
0.516553838729858,401
0.519952219247818,405
0.523350599765778,416
0.526748980283737,441
0.530147360801697,404
0.533545741319656,393
0.536944121837616,411
0.540342502355576,402
0.543740882873535,378
0.547139263391495,410
0.550537643909454,383
0.553936024427414,401
0.557334404945374,395
0.560732785463333,404
0.564131165981293,410
0.567529546499252,381
0.570927927017212,398
0.574326307535172,412
0.577724688053131,392
0.581123068571091,398
0.58452144908905,390
0.58791982960701,409
0.59131821012497,400
