Time__s_,x50kHz_ND0
0.0033983805179596,0
0.00679676103591919,0.954198473282443
0.0101951415538788,0
0.0135935220718384,0.954198473282443
0.016991902589798,0
0.0203902831077576,0.954198473282443
0.0237886636257172,0
0.0271870441436768,747.137404580153
0.0305854246616364,1000
0.0339838051795959,770.992366412214
0.0373821856975555,668.893129770992
0.0407805662155151,680.343511450382
0.0441789467334747,625
0.0475773272514343,651.717557251908
0.0509757077693939,675.572519083969
0.0543740882873535,672.709923664122
0.0577724688053131,627.862595419847
0.0611708493232727,657.442748091603
0.0645692298412323,614.503816793893
0.0679676103591919,590.648854961832
0.0713659908771515,628.81679389313
0.0747643713951111,616.412213740458
0.0781627519130707,625
0.0815611324310303,583.969465648855
0.0849595129489899,617.36641221374
0.0883578934669495,578.24427480916
0.0917562739849091,555.343511450382
0.0951546545028687,596.374045801527
0.0985530350208283,568.702290076336
0.101951415538788,592.557251908397
0.105349796056747,514.312977099237
0.108748176574707,571.564885496183
0.112146557092667,543.893129770992
0.115544937610626,548.664122137405
0.118943318128586,573.473282442748
0.122341698646545,492.36641221374
0.125740079164505,535.30534351145
0.129138459682465,493.320610687023
0.132536840200424,491.412213740458
0.135935220718384,512.404580152672
0.139333601236343,488.549618320611
0.142731981754303,491.412213740458
0.146130362272263,500.954198473282
0.149528742790222,468.511450381679
0.152927123308182,470.419847328244
0.156325503826141,463.740458015267
0.159723884344101,471.374045801527
0.163122264862061,434.160305343511
0.16652064538002,444.656488549618
0.16991902589798,481.870229007634
0.173317406415939,437.022900763359
0.176715786933899,425.572519083969
0.180114167451859,454.198473282443
0.183512547969818,435.114503816794
0.186910928487778,402.671755725191
0.190309309005737,426.526717557252
0.193707689523697,395.038167938931
0.197106070041657,468.511450381679
0.200504450559616,413.167938931298
0.203902831077576,439.885496183206
0.207301211595535,408.396946564885
0.210699592113495,396.946564885496
0.214097972631454,385.496183206107
0.217496353149414,415.076335877863
0.220894733667374,388.358778625954
0.224293114185333,367.36641221374
0.227691494703293,382.63358778626
0.231089875221252,387.404580152672
0.234488255739212,389.312977099237
0.237886636257172,386.450381679389
0.241285016775131,362.595419847328
0.244683397293091,362.595419847328
0.24808177781105,362.595419847328
0.25148015832901,387.404580152672
0.25487853884697,375.954198473282
0.258276919364929,351.145038167939
0.261675299882889,356.870229007634
0.265073680400848,372.137404580153
0.268472060918808,363.549618320611
0.271870441436768,375
0.275268821954727,355.916030534351
0.278667202472687,344.465648854962
0.282065582990646,352.099236641221
0.285463963508606,356.870229007634
0.288862344026566,340.648854961832
0.292260724544525,314.885496183206
0.295659105062485,333.015267175572
0.299057485580444,336.832061068702
0.302455866098404,299.618320610687
0.305854246616364,331.106870229008
0.309252627134323,304.389312977099
0.312651007652283,309.160305343511
0.316049388170242,291.030534351145
0.319447768688202,307.251908396947
0.322846149206162,304.389312977099
0.326244529724121,312.977099236641
0.329642910242081,312.022900763359
0.33304129076004,309.160305343511
0.336439671278,312.977099236641
0.339838051795959,307.251908396947
0.343236432313919,275.763358778626
0.346634812831879,269.083969465649
0.350033193349838,307.251908396947
0.353431573867798,295.801526717557
0.356829954385757,297.709923664122
0.360228334903717,325.381679389313
0.363626715421677,259.541984732824
0.367025095939636,264.312977099237
0.370423476457596,276.717557251908
0.373821856975555,285.30534351145
0.377220237493515,255.725190839695
0.380618618011475,239.503816793893
0.384016998529434,268.129770992366
0.387415379047394,270.038167938931
0.390813759565353,254.770992366412
0.394212140083313,248.091603053435
0.397610520601273,277.671755725191
0.401008901119232,251.908396946565
0.404407281637192,259.541984732824
0.407805662155151,263.358778625954
0.411204042673111,226.145038167939
0.414602423191071,242.36641221374
0.41800080370903,253.81679389313
0.42139918422699,223.282442748092
0.424797564744949,266.221374045801
0.428195945262909,246.18320610687
0.431594325780869,217.557251908397
0.434992706298828,216.603053435115
0.438391086816788,261.450381679389
0.441789467334747,229.961832061069
0.445187847852707,235.687022900763
0.448586228370667,237.595419847328
0.451984608888626,225.190839694656
0.455382989406586,236.641221374046
0.458781369924545,236.641221374046
0.462179750442505,208.015267175573
0.465578130960465,221.374045801527
0.468976511478424,218.511450381679
0.472374891996384,238.549618320611
0.475773272514343,226.145038167939
0.479171653032303,196.564885496183
0.482570033550263,222.328244274809
