Time__s_,x50kHz_ND0
0.0033983805179596,0
0.00679676103591919,0
0.0101951415538788,0
0.0135935220718384,0
0.016991902589798,1
0.0203902831077576,4
0.0237886636257172,1
0.0271870441436768,595
0.0305854246616364,1000
0.0339838051795959,914
0.0373821856975555,893
0.0407805662155151,868
0.0441789467334747,850
0.0475773272514343,844
0.0509757077693939,825
0.0543740882873535,754
0.0577724688053131,780
0.0611708493232727,740
0.0645692298412323,767
0.0679676103591919,768
0.0713659908771515,772
0.0747643713951111,766
0.0781627519130707,724
0.0815611324310303,702
0.0849595129489899,738
0.0883578934669495,690
0.0917562739849091,701
0.0951546545028687,699
0.0985530350208283,687
0.101951415538788,686
0.105349796056747,658
0.108748176574707,700
0.112146557092667,666
0.115544937610626,632
0.118943318128586,644
0.122341698646545,631
0.125740079164505,641
0.129138459682465,634
0.132536840200424,614
0.135935220718384,661
0.139333601236343,623
0.142731981754303,607
0.146130362272263,605
0.149528742790222,606
0.152927123308182,607
0.156325503826141,583
0.159723884344101,649
0.163122264862061,586
0.16652064538002,635
0.16991902589798,604
0.173317406415939,620
0.176715786933899,609
0.180114167451859,583
0.183512547969818,555
0.186910928487778,591
0.190309309005737,517
0.193707689523697,549
0.197106070041657,557
0.200504450559616,589
0.203902831077576,549
0.207301211595535,540
0.210699592113495,515
0.214097972631454,528
0.217496353149414,574
0.220894733667374,510
0.224293114185333,565
0.227691494703293,549
0.231089875221252,505
0.234488255739212,535
0.237886636257172,565
0.241285016775131,509
0.244683397293091,513
0.24808177781105,534
0.25148015832901,510
0.25487853884697,526
0.258276919364929,471
0.261675299882889,491
0.265073680400848,471
0.268472060918808,486
0.271870441436768,510
0.275268821954727,484
0.278667202472687,476
0.282065582990646,489
0.285463963508606,474
0.288862344026566,479
0.292260724544525,462
0.295659105062485,419
0.299057485580444,469
0.302455866098404,428
0.305854246616364,465
0.309252627134323,452
0.312651007652283,468
0.316049388170242,448
0.319447768688202,464
0.322846149206162,401
0.326244529724121,443
0.329642910242081,441
